url,title,date
https://www.metropoles.com/distrito-federal/secretarios-de-saude-do-df-e-go-estudam-fluxo-regulatorio-de-pacientes,Secretários de Saúde do DF e GO estudam fluxo regulatório de pacientes,23/02/2021 22:24:33
https://www.metropoles.com/distrito-federal/grupo-educacional-de-destaque-no-pais-compra-colegio-sigma-no-df,Grupo educacional de destaque no país compra colégio Sigma no DF,23/02/2021 22:11:35
https://www.metropoles.com/distrito-federal/menino-de-14-anos-e-socorrido-por-bombeiros-apos-mordida-de-cachorro,Menino de 14 anos é socorrido por bombeiros após mordida de cachorro,23/02/2021 22:08:09
https://www.metropoles.com/distrito-federal/ocupacao-de-leitos-de-uti-para-adultos-chega-a-9756-no-df,Ocupação de leitos de UTI para adultos chega a 9756% no DF,23/02/2021 21:56:59
https://www.metropoles.com/distrito-federal/ibaneis-sobre-socorro-a-empresas-na-pandemia-brb-emprestou-r-4-bi,Ibaneis sobre socorro a empresas na pandemia: &#8220;BRB emprestou R$ 4 bi&#8221;,23/02/2021 21:50:51
https://www.metropoles.com/distrito-federal/juiz-diz-ser-improcedente-acusacoes-contra-deputado-em-caso-de-porsche,Juiz diz ser improcedente acusações contra deputado em caso de Porsche,23/02/2021 21:41:42
https://www.metropoles.com/distrito-federal/gdf-aprova-segunda-etapa-de-brt-na-avenida-helio-prates,GDF aprova segunda etapa de BRT na Avenida Hélio Prates,23/02/2021 20:59:14
https://www.metropoles.com/distrito-federal/distritais-abrem-caminho-para-volta-do-auxilio-de-r-408-no-df,Distritais abrem caminho para volta do auxílio de R$ 408 no DF,23/02/2021 20:01:07
https://www.metropoles.com/colunas/grande-angular/reguffe-e-eleito-presidente-da-comissao-de-fiscalizacao-e-controle,Reguffe é eleito presidente da Comissão de Fiscalização e Controle,23/02/2021 19:43:31
https://www.metropoles.com/distrito-federal/ibge-abre-inscricoes-para-2-604-vagas-de-recenseador-temporario-no-df,IBGE abre inscrições para 2.604 vagas de recenseador temporário no DF,23/02/2021 19:37:26
https://www.metropoles.com/distrito-federal/df-homem-e-condenado-a-9-anos-de-prisao-por-tentativa-de-feminicidio,DF: homem é condenado a 9 anos de prisão por tentativa de feminicídio,23/02/2021 19:29:18
https://www.metropoles.com/colunas/janela-indiscreta/secretario-de-desenvolvimento-urbano-sera-ouvido-em-marco-pela-cldf,Secretário de Desenvolvimento Urbano será ouvido em março pela CLDF,23/02/2021 19:17:29
https://www.metropoles.com/distrito-federal/media-movel-de-mortes-por-covid-19-no-df-cai-para-96-2,Média móvel de mortes por Covid-19 no DF cai para 96,23/02/2021 19:15:59
https://www.metropoles.com/colunas/grande-angular/dono-da-curinga-dos-pneus-pioneiro-roberto-curi-morre-de-covid-19,Dono da Curinga dos Pneus pioneiro Roberto Curi morre de Covid-19,23/02/2021 19:12:01
https://www.metropoles.com/distrito-federal/cldf-aprova-projeto-do-gdf-para-prorrogacao-do-refis-ate-31-de-marco,CLDF aprova projeto do GDF para prorrogação do Refis até 31 de março,23/02/2021 18:59:18
https://www.metropoles.com/distrito-federal/bandidos-do-df-sao-presos-apos-enganarem-idosos-do-rio-grande-do-sul,Bandidos do DF são presos após enganarem idosos do Rio Grande do Sul,23/02/2021 18:26:30
https://www.metropoles.com/distrito-federal/menina-atropelada-sera-enterrada-nesta-quarta-feira-no-df,Menina atropelada será enterrada nesta quarta-feira no DF,23/02/2021 18:05:40
https://www.metropoles.com/colunas/grande-angular/ibaneis-preciso-que-o-governador-de-go-cuide-da-nossa-populacao-senao-fecharemos-a-divisa,Ibaneis: &#8220;Preciso que o governador de GO cuide da nossa população. Senão fecharemos a divisa&#8221;,23/02/2021 17:39:25
https://www.metropoles.com/distrito-federal/distrital-defende-criacao-de-fundo-para-evitar-aumento-de-combustivel,Distrital defende criação de fundo para evitar aumento de combustível,23/02/2021 17:05:48
https://www.metropoles.com/distrito-federal/ministerio-da-saude-descarta-2-casos-de-variante-investigados-no-df,Ministério da Saúde descarta 2 casos de variante investigados no DF,23/02/2021 16:47:57
https://www.metropoles.com/distrito-federal/depen-suspende-concurso-publico-em-razao-da-pandemia-de-covid-19,Depen suspende concurso público em razão da pandemia de Covid-19,23/02/2021 16:06:08
https://www.metropoles.com/distrito-federal/local-onde-vitoria-foi-atropelada-no-df-ganhara-bicicleta-branca,Local onde Vitória foi atropelada no DF ganhará bicicleta branca,23/02/2021 15:55:58
https://www.metropoles.com/distrito-federal/pcdf-prende-ultimo-suspeito-de-espancar-universitario-ate-a-morte,PCDF prende último suspeito de espancar universitário até a morte,23/02/2021 15:49:11
https://www.metropoles.com/colunas/grande-angular/stj-nega-recursos-de-arruda-e-roney-nemer-na-caixa-de-pandora,STJ nega recursos de Arruda e Rôney Nemer na Caixa de Pandora,23/02/2021 15:41:42
